Case_ID;Event;Type;Order;Is_Chord;Timestamp
77;C5;quarter note;256;True;2020-01-20T00:02:31.958327
77;Pause;half note;257;False;2020-01-20T00:02:32.958327
77;C4;quarter note;258;True;2020-01-20T00:02:33.458327
77;G4;quarter note;258;True;2020-01-20T00:02:33.458327
78;Pause;half note;259;False;2020-01-20T00:02:34.458327
78;G3;quarter note;260;True;2020-01-20T00:02:34.958327
78;E4;quarter note;260;True;2020-01-20T00:02:34.958327
78;Pause;half note;261;False;2020-01-20T00:02:35.958327
79;C4;quarter note;262;True;2020-01-20T00:02:36.458327
79;A4;quarter note;262;True;2020-01-20T00:02:36.458327
79;Pause;quarter note;263;False;2020-01-20T00:02:36.958327
79;D4;quarter note;264;True;2020-01-20T00:02:37.458327
79;B4;quarter note;264;True;2020-01-20T00:02:37.458327
80;Pause;quarter note;265;False;2020-01-20T00:02:37.958327
80;C#4;quarter note;266;True;2020-01-20T00:02:38.458327
80;A#4;quarter note;266;True;2020-01-20T00:02:38.458327
80;C4;quarter note;267;True;2020-01-20T00:02:38.958327
80;A4;quarter note;267;True;2020-01-20T00:02:38.958327
80;Pause;quarter note;268;False;2020-01-20T00:02:39.458327
81;C4;triplet half note;269;True;2020-01-20T00:02:39.791660
81;G4;triplet half note;269;True;2020-01-20T00:02:39.791660
81;Pause;triplet half note;270;False;2020-01-20T00:02:40.124993
81;G4;triplet half note;271;True;2020-01-20T00:02:40.458326
81;E5;triplet half note;271;True;2020-01-20T00:02:40.458326
81;Pause;triplet half note;272;False;2020-01-20T00:02:40.791659
81;B4;triplet half note;273;True;2020-01-20T00:02:41.124992
81;G5;triplet half note;273;True;2020-01-20T00:02:41.124992
81;Pause;triplet half note;274;False;2020-01-20T00:02:41.458325
82;C5;quarter note;275;True;2020-01-20T00:02:41.958325
82;A5;quarter note;275;True;2020-01-20T00:02:41.958325
82;Pause;quarter note;276;False;2020-01-20T00:02:42.458325
82;A4;quarter note;277;True;2020-01-20T00:02:42.958325
82;F5;quarter note;277;True;2020-01-20T00:02:42.958325
82;B4;quarter note;278;True;2020-01-20T00:02:43.458325
82;G5;quarter note;278;True;2020-01-20T00:02:43.458325
83;Pause;quarter note;279;False;2020-01-20T00:02:43.958325
83;A4;quarter note;280;True;2020-01-20T00:02:44.458325
83;E5;quarter note;280;True;2020-01-20T00:02:44.458325
83;Pause;quarter note;281;False;2020-01-20T00:02:44.958325
